flights,layovers,total_duration,carbon_emissions,price,type,extensions
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 17:15'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 18:30'}, 'duration': 75, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 717', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,75,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",26,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 18:50'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 20:00'}, 'duration': 70, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 719', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,70,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",26,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 06:35'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 07:40'}, 'duration': 65, 'airplane': 'Airbus A320', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 457', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 49 kg']}]",,65,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",31,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 22:15'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 23:35'}, 'duration': 80, 'airplane': 'Airbus A321neo', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 467', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 49 kg']}]",,80,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",31,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 11:55'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 12:55'}, 'duration': 60, 'airplane': 'Boeing 787', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 453', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Wi-Fi for a fee', 'In-seat power outlet', 'Carbon emissions estimate: 39 kg']}]",,60,"{'this_flight': 40000, 'typical_for_this_route': 45000, 'difference_percent': -11}",38,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 19:15'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 20:25'}, 'duration': 70, 'airplane': 'Airbus A321neo', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 469', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 49 kg']}]",,70,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",38,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 07:50'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 09:05'}, 'duration': 75, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 601', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg']}]",,75,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",60,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 10:10'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 11:25'}, 'duration': 75, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 627', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 56 kg']}]",,75,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",60,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 13:25'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 14:40'}, 'duration': 75, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 623', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg']}]",,75,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",60,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 23:05'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-09 00:10'}, 'duration': 65, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 609', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg']}]",,65,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",60,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 09:05'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 10:15'}, 'duration': 70, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 611', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 56 kg']}]",,70,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",77,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 11:45'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 12:55'}, 'duration': 70, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 603', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg']}]",,70,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",77,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 14:20'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 15:35'}, 'duration': 75, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 619', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg'], 'often_delayed_by_over_30_min': True}]",,75,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",77,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 16:10'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 17:30'}, 'duration': 80, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 605', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg']}]",,80,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",77,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 17:00'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 18:15'}, 'duration': 75, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 613', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 56 kg'], 'often_delayed_by_over_30_min': True}]",,75,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",77,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 19:10'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 20:25'}, 'duration': 75, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 607', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg'], 'often_delayed_by_over_30_min': True}]",,75,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",77,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 08:55'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 10:05'}, 'duration': 70, 'airplane': 'Boeing 737MAX 8 Passenger', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 103', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Wi-Fi for a fee', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 48 kg']}]",,70,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",158,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 10:25'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 11:35'}, 'duration': 70, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 105', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 52 kg']}]",,70,"{'this_flight': 52000, 'typical_for_this_route': 45000, 'difference_percent': 16}",158,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 11:00'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 12:15'}, 'duration': 75, 'airplane': 'Boeing 737', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 107', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'Stream media to your device', 'Carbon emissions estimate: 56 kg']}]",,75,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",158,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 14:30'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 15:50'}, 'duration': 80, 'airplane': 'Boeing 737', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 113', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'Stream media to your device', 'Carbon emissions estimate: 56 kg'], 'often_delayed_by_over_30_min': True}]",,80,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",158,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 18:40'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 19:50'}, 'duration': 70, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 121', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 46 kg']}]",,70,"{'this_flight': 47000, 'typical_for_this_route': 45000, 'difference_percent': 4}",158,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 20:40'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 21:50'}, 'duration': 70, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 125', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 52 kg']}]",,70,"{'this_flight': 52000, 'typical_for_this_route': 45000, 'difference_percent': 16}",366,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 21:45'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 22:55'}, 'duration': 70, 'airplane': 'Boeing 737', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 127', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'Stream media to your device', 'Carbon emissions estimate: 56 kg']}]",,70,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",366,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 16:55'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 18:10'}, 'duration': 75, 'airplane': 'Boeing 737', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 115', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'Stream media to your device', 'Carbon emissions estimate: 56 kg']}]",,75,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",511,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 08:15'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 09:20'}, 'duration': 65, 'airplane': 'Boeing 737', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/OD.png', 'travel_class': 'Economy', 'flight_number': 'OD 801', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 56 kg']}]",,65,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 15:05'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 16:10'}, 'duration': 65, 'airplane': 'Boeing 737', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/OD.png', 'travel_class': 'Economy', 'flight_number': 'OD 807', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 56 kg']}]",,65,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 19:35'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 20:40'}, 'duration': 65, 'airplane': 'Boeing 737', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/OD.png', 'travel_class': 'Economy', 'flight_number': 'OD 805', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 56 kg']}]",,65,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",,One way,
"[{'departure_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-08 09:40'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 12:40'}, 'duration': 120, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 202', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 91 kg']}]",,120,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",79,One way,
