flights,layovers,total_duration,carbon_emissions,price,type,extensions
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 11:30'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 12:35'}, 'duration': 65, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 706', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,65,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",75,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 13:40'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 14:45'}, 'duration': 65, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 685', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 48 kg']}]",,65,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",75,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 12:20'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 13:25'}, 'duration': 65, 'airplane': 'Boeing 737', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/OD.png', 'travel_class': 'Economy', 'flight_number': 'OD 804', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 56 kg']}]",,65,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 07:00'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 08:10'}, 'duration': 70, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 683', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 48 kg'], 'often_delayed_by_over_30_min': True}]",,70,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",72,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 07:55'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 09:00'}, 'duration': 65, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 700', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,65,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",75,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 09:10'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 10:25'}, 'duration': 75, 'airplane': 'Airbus A320neo', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 702', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 39 kg']}]",,75,"{'this_flight': 39000, 'typical_for_this_route': 45000, 'difference_percent': -13}",75,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 13:30'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 14:40'}, 'duration': 70, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 710', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,70,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",75,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 16:10'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 17:30'}, 'duration': 80, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 714', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 45 kg'], 'often_delayed_by_over_30_min': True}]",,80,"{'this_flight': 46000, 'typical_for_this_route': 45000, 'difference_percent': 2}",75,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 19:10'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 20:30'}, 'duration': 80, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 716', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,80,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",75,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 23:25'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-03 00:30'}, 'duration': 65, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 722', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg'], 'often_delayed_by_over_30_min': True}]",,65,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",75,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 16:10'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 17:20'}, 'duration': 70, 'airplane': 'Airbus A321neo', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 472', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 39 kg']}]",,70,"{'this_flight': 40000, 'typical_for_this_route': 45000, 'difference_percent': -11}",79,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 19:30'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 20:40'}, 'duration': 70, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 687', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 48 kg'], 'often_delayed_by_over_30_min': True}]",,70,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",80,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 21:20'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 22:25'}, 'duration': 65, 'airplane': 'Airbus A320neo', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 720', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 39 kg']}]",,65,"{'this_flight': 39000, 'typical_for_this_route': 45000, 'difference_percent': -13}",85,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 17:00'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 18:15'}, 'duration': 75, 'airplane': 'Airbus A320', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 468', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 49 kg']}]",,75,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",85,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 20:05'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 21:15'}, 'duration': 70, 'airplane': 'Airbus A321neo', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 466', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 49 kg']}]",,70,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",85,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 10:30'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 11:35'}, 'duration': 65, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 704', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,65,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",85,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 14:10'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 15:30'}, 'duration': 80, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 712', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,80,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",85,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 20:45'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 21:55'}, 'duration': 70, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 718', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,70,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",85,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 09:45'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 10:55'}, 'duration': 70, 'airplane': 'Boeing 787', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 452', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Wi-Fi for a fee', 'In-seat power outlet', 'Carbon emissions estimate: 39 kg']}]",,70,"{'this_flight': 40000, 'typical_for_this_route': 45000, 'difference_percent': -11}",94,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 06:20'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 07:40'}, 'duration': 80, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 602', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg']}]",,80,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",135,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 09:55'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 11:10'}, 'duration': 75, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 604', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg']}]",,75,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",135,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 11:05'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 12:25'}, 'duration': 80, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 614', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg']}]",,80,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",135,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 12:15'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 13:25'}, 'duration': 70, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 628', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 56 kg']}]",,70,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",135,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 13:40'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 15:00'}, 'duration': 80, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 606', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg']}]",,80,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",135,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 15:35'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 16:55'}, 'duration': 80, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 624', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg']}]",,80,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",135,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 16:35'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 17:45'}, 'duration': 70, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 620', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg']}]",,70,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",135,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 18:10'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 19:20'}, 'duration': 70, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 608', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg']}]",,70,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",135,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 19:15'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 20:25'}, 'duration': 70, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 616', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 56 kg']}]",,70,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",135,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 21:15'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 22:15'}, 'duration': 60, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 610', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg'], 'often_delayed_by_over_30_min': True}]",,60,"{'this_flight': 51000, 'typical_for_this_route': 45000, 'difference_percent': 13}",135,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 15:50'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 17:10'}, 'duration': 80, 'airplane': 'Boeing 787', 'airline': 'Ethiopian', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ET.png', 'travel_class': 'Economy', 'flight_number': 'ET 638', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 50 kg']}]",,80,"{'this_flight': 50000, 'typical_for_this_route': 45000, 'difference_percent': 11}",151,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 07:05'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 08:05'}, 'duration': 60, 'airplane': 'Boeing 737MAX 8 Passenger', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 104', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Wi-Fi for a fee', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 48 kg']}]",,60,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",233,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 09:10'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 10:10'}, 'duration': 60, 'airplane': 'Boeing 737', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 108', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'Stream media to your device', 'Carbon emissions estimate: 56 kg']}]",,60,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",233,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 12:45'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 13:45'}, 'duration': 60, 'airplane': 'Boeing 737', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 114', 'ticket_also_sold_by': ['Malaysia Airlines'], 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'Stream media to your device', 'Carbon emissions estimate: 56 kg']}]",,60,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",233,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 15:00'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 16:10'}, 'duration': 70, 'airplane': 'Boeing 737', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 116', 'ticket_also_sold_by': ['Malaysia Airlines'], 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'Stream media to your device', 'Carbon emissions estimate: 56 kg']}]",,70,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",233,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 16:40'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 17:40'}, 'duration': 60, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 122', 'ticket_also_sold_by': ['Malaysia Airlines'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 46 kg']}]",,60,"{'this_flight': 47000, 'typical_for_this_route': 45000, 'difference_percent': 4}",233,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 18:30'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 19:45'}, 'duration': 75, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 126', 'ticket_also_sold_by': ['Malaysia Airlines'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 52 kg']}]",,75,"{'this_flight': 52000, 'typical_for_this_route': 45000, 'difference_percent': 16}",233,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 20:00'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 20:55'}, 'duration': 55, 'airplane': 'Boeing 737', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 128', 'ticket_also_sold_by': ['Malaysia Airlines'], 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'Stream media to your device', 'Carbon emissions estimate: 56 kg']}]",,55,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",233,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 08:30'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 09:30'}, 'duration': 60, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 106', 'ticket_also_sold_by': ['Malaysia Airlines'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 52 kg']}]",,60,"{'this_flight': 52000, 'typical_for_this_route': 45000, 'difference_percent': 16}",290,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 10:10'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 11:15'}, 'duration': 65, 'airplane': 'Boeing 737', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/OD.png', 'travel_class': 'Economy', 'flight_number': 'OD 802', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 56 kg']}]",,65,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 17:00'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 18:05'}, 'duration': 65, 'airplane': 'Boeing 737', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/OD.png', 'travel_class': 'Economy', 'flight_number': 'OD 808', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 56 kg']}]",,65,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 21:30'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-02 22:35'}, 'duration': 65, 'airplane': 'Boeing 737', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/OD.png', 'travel_class': 'Economy', 'flight_number': 'OD 806', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 56 kg']}]",,65,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",,One way,
